순번,영화명,주연 top50 출연 여부,배급사,수상내역,국적,국적,전국 스크린수,전국 매출액,전국 관객수,장르,경쟁작,가족,공연,공포(호러),기타,다큐멘터리,드라마,멜로/로맨스,뮤지컬,미스터리,범죄,사극,스릴러,애니메이션,액션,어드벤처,전쟁,코미디,판타지,SF,러닝타임,연휴 및 기념일 상영 여부,네티즌 평점,top영화감독 여부,연작,원작,수상,전체관람가,12세관람가,15세관람가,19세관람가,연휴기간 상영여부 (연휴 기간 상영 영화중 점유율 TOP2% (104개정도이고 최저 점유율 대략 17.7%)),연휴기간 상영여부 (연휴 기간 상영 영화중 점유율 TOP5% (260개이고 최저 점유율 대략 7.6%))
426,사라진 밤,0,0,1,1,한국,925 ,10686397316 ,1314274 ,스릴러,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 ,101,0,7.01,0,0,0,0,0,0,1,0,0,0
427,가디언즈 오브 갤럭시,1,0,1,0,미국,539 ,11098239184 ,1311190 ,액션,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,122,0,8.55,0,1,0,0,0,1,0,0,0,0
428,간첩,1,1,0,1,한국,576 ,9316548500 ,1310895 ,드라마,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,115,1,7.17,0,0,0,0,0,0,1,0,0,1
429,월드 인베이젼,0,0,0,0,미국,441 ,9799358000 ,1307873 ,SF,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,116,0,7.55,0,0,0,0,0,1,0,0,0,0
430,에이리언: 커버넌트,0,0,0,0,미국,841 ,10745826264 ,1307226 ,SF,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,122,0,8.11,0,1,0,0,0,0,1,0,0,0
431,장산범,0,1,0,1,한국,711 ,10332117083 ,1305145 ,미스터리,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0 ,100,0,6.09,0,0,0,0,0,0,1,0,0,0
432,셜록: 유령신부,1,0,1,0,영국,891 ,9992425049 ,1278894 ,범죄,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 ,115,0,7.15,0,0,0,0,0,1,0,0,0,1
433,소스 코드,0,1,0,0,미국,403 ,9638293500 ,1277301 ,액션,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,93,0,8.98,0,0,0,0,0,1,0,0,0,1
434,클로젯,1,1,0,1,한국,1197 ,10920792280 ,1264970 ,미스터리,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0 ,98,0,6.41,0,0,0,0,0,0,1,0,0,0
435,간기남,0,1,0,1,한국,356 ,9356404500 ,1246185 ,코미디,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,117,0,6.91,0,0,0,0,0,0,0,1,0,0
436,유열의 음악앨범,0,0,3,1,한국,1078 ,10233455040 ,1245532 ,멜로/로맨스,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0 ,122,1,6.2,0,0,0,0,0,1,0,0,0,0
437,육혈포 강도단,0,1,0,1,한국,319 ,8784927671 ,1233582 ,코미디,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,107,0,7.57,0,0,0,0,0,0,1,0,0,0
438,메리다와 마법의 숲,0,0,3,0,미국,479 ,9024766000 ,1231024 ,애니메이션,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,102,1,7.6,0,0,0,0,1,0,0,0,0,1
439,오케이 마담,1,0,0,1,한국,1288 ,10979887910 ,1228685 ,코미디,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,100,1,6.3,0,0,0,0,0,0,1,0,1,1
440,심야의 F.M.,0,1,2,1,한국,422 ,9328562568 ,1228673 ,스릴러,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 ,106,0,6.84,0,0,0,0,0,0,0,1,0,0
441,특별수사: 사형수의 편지,1,1,0,1,한국,691 ,9792082065 ,1225142 ,범죄,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 ,120,0,8.3,0,0,0,0,0,0,1,0,0,0
442,찌라시: 위험한 소문,0,1,0,1,한국,560 ,9111648087 ,1221420 ,범죄,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 ,121,0,7.52,0,0,0,0,0,0,1,0,0,0
443,토탈 리콜,0,0,0,0,미국,448 ,8958236000 ,1219637 ,SF,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,118,0,8.85,0,0,1,0,0,0,1,0,0,0
444,결혼전야,1,0,0,1,한국,524 ,8431504719 ,1212270 ,멜로/로맨스,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0 ,118,0,6.99,0,0,0,0,0,0,1,0,0,0
445,해치지않아,0,0,0,1,한국,1216 ,10154099090 ,1209689 ,코미디,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,117,1,6.2,0,0,1,0,0,1,0,0,0,0
446,레지던트 이블 4: 끝나지 않은 전쟁 3D,0,0,0,0,독일,335 ,14767125516 ,1209538 ,공포(호러),3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,96,1,6.28,0,1,0,0,0,0,0,1,0,1
447,엘리시움,1,0,0,0,미국,588 ,9017994500 ,1207732 ,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,109,0,7.26,0,0,0,0,0,0,0,1,0,0
448,악녀,0,1,8,1,한국,685 ,9730720144 ,1206917 ,액션,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,123,0,6.96,0,0,0,0,0,0,0,1,0,0
449,깡철이,1,1,0,1,한국,707 ,8534777462 ,1204666 ,드라마,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,108,0,6.96,0,0,0,0,0,0,1,0,0,0
450,시간이탈자,1,1,0,1,한국,733 ,9729882195 ,1202058 ,스릴러,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 ,107,1,7.11,0,0,0,0,0,0,1,0,0,0
451,R2B: 리턴투베이스,0,1,0,1,한국,539 ,8600489371 ,1201640 ,액션,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,113,0,7.47,0,0,0,0,0,0,1,0,0,0
452,해빙,1,1,1,1,한국,915 ,9879737822 ,1201576 ,스릴러,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 ,117,0,6.5,0,0,0,0,0,0,1,0,0,0
453,더 웹툰: 예고살인,0,1,0,1,한국,541 ,8534322070 ,1201033 ,공포(호러),2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,104,0,7.22,0,0,0,0,0,0,1,0,0,0
454,생일,1,1,6,1,한국,862 ,9786575840 ,1186283 ,드라마,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,120,0,7.26,0,0,0,0,1,0,0,0,0,0
455,바람 바람 바람,0,1,0,1,한국,985 ,9702206675 ,1183959 ,코미디,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,100,0,6.18,1,0,1,0,0,0,0,1,0,0
456,나니아 연대기: 새벽 출정호의 항해,0,0,0,0,미국,502 ,11276008290 ,1182228 ,판타지,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0 ,112,1,8.09,0,1,1,0,1,0,0,0,0,0
457,빅매치,1,1,0,1,한국,627 ,8952096578 ,1177438 ,액션,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,112,0,6.64,0,0,0,0,0,0,1,0,0,0
458,"힘을 내요, 미스터 리",0,1,0,1,한국,990 ,9887863906 ,1176076 ,코미디,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,111,1,7.69,0,0,0,0,0,1,0,0,1,1
459,웜 바디스,0,1,0,0,미국,477 ,8361708124 ,1169839 ,멜로/로맨스,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0 ,96,0,8.51,0,0,1,0,0,0,1,0,0,0
460,동주,1,0,15,1,한국,499 ,8864695589 ,1168427 ,드라마,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,110,0,9.37,0,0,0,0,0,1,0,0,0,0
461,돈의 맛,0,1,1,1,한국,643 ,8776870611 ,1165488 ,드라마,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,115,1,6.8,0,0,0,0,0,0,0,1,0,1
462,워크래프트: 전쟁의 서막,0,0,0,0,미국,736 ,10140269205 ,1163120 ,액션,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,122,0,8.65,0,0,1,0,0,1,0,0,0,0
463,장수상회,1,1,1,1,한국,688 ,8707389643 ,1160935 ,멜로/로맨스,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0 ,112,0,8.89,0,0,0,0,0,1,0,0,0,0
464,가문의 영광5 - 가문의 귀환,1,1,0,1,한국,447 ,8330342500 ,1160021 ,코미디,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,104,1,6.05,0,1,0,0,0,0,1,0,0,1
465,슬로우 비디오,1,0,0,1,한국,618 ,8840530219 ,1159787 ,드라마,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,106,1,7.77,0,0,0,0,0,1,0,0,1,1
466,항거:유관순 이야기,0,1,0,1,한국,1094 ,9290065101 ,1157707 ,드라마,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,105,0,8.65,0,0,0,0,0,1,0,0,1,1
467,스타트렉 비욘드,1,1,1,0,미국,716 ,10193232820 ,1157472 ,액션,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,122,0,8.19,0,0,0,0,0,1,0,0,0,0
468,미씽: 사라진 여자,0,0,2,1,한국,790 ,8881616256 ,1153109 ,미스터리,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0 ,100,0,8.39,0,0,0,0,0,0,1,0,0,0
469,잃어버린 세계를 찾아서 2: 신비의 섬,1,0,0,0,미국,398 ,9784305000 ,1149628 ,액션,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,94,1,7.11,0,1,0,0,1,0,0,0,0,1
470,퍼펙트맨,1,1,0,1,한국,894 ,9604139750 ,1144894 ,코미디,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,116,0,7.86,0,0,0,0,0,0,1,0,0,0
471,용서는 없다,1,0,1,1,한국,334 ,8737627361 ,1144238 ,범죄,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 ,125,0,7.63,0,0,0,0,0,0,0,1,0,0
472,장사리 : 잊혀진 영웅들,1,0,0,1,한국,1090 ,8997921050 ,1140876 ,전쟁,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0 ,104,0,8.25,0,0,0,0,0,1,0,0,0,0
473,고령화 가족,1,1,1,1,한국,583 ,8159482153 ,1139250 ,드라마,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,112,0,8.16,0,0,0,0,0,0,1,0,0,1
474,김종욱 찾기,1,0,0,1,한국,442 ,8271660983 ,1130638 ,멜로/로맨스,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0 ,112,1,8.29,0,0,0,0,0,1,0,0,0,0
475,하루,1,0,1,1,한국,781 ,9068009842 ,1129018 ,스릴러,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 ,90,0,7.05,0,0,0,0,0,0,1,0,0,0
476,헝거게임: 캣칭 파이어,1,1,0,0,미국,630 ,7850816000 ,1125739 ,판타지,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0 ,146,0,8.31,0,1,1,0,0,0,1,0,0,0
477,챔피언,1,0,0,1,한국,874 ,9441064230 ,1125319 ,드라마,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,108,1,6.29,0,0,0,0,0,1,0,0,1,1
478,성난 변호사,1,1,0,1,한국,607 ,8697174039 ,1124918 ,범죄,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 ,117,1,7.81,0,0,0,0,0,0,1,0,0,1
479,"당신, 거기 있어줄래요",1,1,1,1,한국,767 ,8999085248 ,1124815 ,판타지,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0 ,111,1,8.71,0,0,0,0,0,1,0,0,0,1
480,특수본,1,1,0,1,한국,471 ,8096052500 ,1118258 ,액션,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,111,0,6.97,0,0,0,0,0,0,1,0,0,0
481,마이펫의 이중생활 2,1,0,0,0,미국,933 ,8512830825 ,1114941 ,애니메이션,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,85,0,8.76,0,1,0,0,1,0,0,0,0,0
482,라이트 아웃,0,0,0,0,미국,659 ,8892177975 ,1111158 ,공포(호러),2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,81,0,7.36,0,0,0,0,0,0,1,0,0,0
483,회사원,0,1,0,1,한국,549 ,8321175000 ,1110523 ,액션,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,96,0,6.52,0,0,0,0,0,0,0,1,0,0
484,간신,1,1,1,1,한국,697 ,8946842910 ,1110246 ,사극,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0 ,131,1,6.91,0,0,0,0,0,0,0,1,1,1
485,박물관이 살아있다 : 비밀의 무덤,0,0,0,0,미국,500 ,8170784606 ,1101678 ,어드벤처,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0 ,98,0,8.06,0,1,0,0,1,0,0,0,0,0
486,베스트셀러,1,0,2,1,한국,317 ,8110824681 ,1099665 ,미스터리,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0 ,117,1,7.6,0,0,0,0,0,0,1,0,0,0
487,롱 리브 더 킹: 목포 영웅,1,0,0,1,한국,965 ,9218262910 ,1092738 ,액션,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,118,0,7.53,0,0,1,0,0,0,1,0,0,0
488,마루 밑 아리에티,0,0,1,0,일본,337 ,7773942884 ,1083746 ,애니메이션,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,94,0,8.22,0,0,0,0,1,0,0,0,0,1
489,퍼시픽 림: 업라이징,0,0,0,0,미국,1145 ,8962712795 ,1077235 ,액션,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,111,0,6.62,0,1,0,0,0,0,1,0,0,0
490,가디언즈,1,1,0,0,미국,470 ,8212243000 ,1075584 ,애니메이션,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,97,0,9.15,0,0,0,0,1,0,0,0,0,0
491,더 울버린,1,0,0,0,미국,707 ,7849518000 ,1075333 ,액션,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,125,0,6.12,0,1,0,0,0,0,1,0,0,0
492,몬스터 호텔 3,1,0,0,0,미국,715 ,7932156800 ,1072006 ,애니메이션,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,97,0,8.59,0,1,0,0,1,0,0,0,0,0
493,셜록 홈즈,1,0,1,0,미국,377 ,7916661629 ,1070297 ,미스터리,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0 ,128,0,8.19,0,0,0,0,0,1,0,0,0,1
494,오빠생각,0,1,0,1,한국,855 ,8058857287 ,1069436 ,드라마,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,124,1,8.5,0,0,0,0,0,1,0,0,0,0
495,"날, 보러와요",0,0,0,1,한국,683 ,8821335063 ,1061412 ,미스터리,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0 ,91,0,7.24,0,0,0,0,0,0,0,1,0,0
496,수상한 고객들,1,1,0,1,한국,411 ,7953428000 ,1059350 ,코미디,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,124,1,8.62,0,0,0,0,0,0,1,0,0,0
497,쥬만지: 넥스트 레벨,1,0,0,0,미국,1195 ,8793014370 ,1057266 ,액션,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,122,0,6.1,0,1,0,0,0,1,0,0,0,0
498,그놈이다,1,0,0,1,한국,681 ,8098811152 ,1046313 ,스릴러,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 ,109,0,6.91,0,0,0,0,0,0,1,0,0,0
499,동창생,0,1,0,1,한국,660 ,6983395126 ,1044522 ,액션,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,113,0,7.3,0,0,0,0,0,0,1,0,0,0
500,슈퍼 배드,0,0,0,0,미국,321 ,9873975412 ,1043904 ,애니메이션,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,95,0,9,0,0,0,0,1,0,0,0,0,1
501,점박이:한반도의 공룡3D,0,1,0,1,한국,457 ,9621468000 ,1040636 ,애니메이션,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,90,0,7.63,0,0,0,0,1,0,0,0,0,0
502,파괴된 사나이,1,0,0,1,한국,190 ,7820538614 ,1030285 ,드라마,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,114,0,7.71,0,0,0,0,0,0,0,1,0,0
503,지오스톰,0,0,0,0,미국,854 ,8480864614 ,1028384 ,액션,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,109,0,7.44,0,0,0,0,0,1,0,0,0,0
504,오직 그대만,1,1,0,1,한국,435 ,7591008500 ,1027622 ,멜로/로맨스,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0 ,105,0,9.13,0,0,0,0,0,0,1,0,0,0
505,개구쟁이 스머프,0,0,0,0,미국,399 ,7722534000 ,1027438 ,애니메이션,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,89,0,8.53,0,0,0,0,1,0,0,0,0,1
506,로그 원: 스타워즈 스토리,0,1,3,0,미국,907 ,9047995594 ,1019309 ,액션,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,133,0,8.47,0,0,0,0,0,1,0,0,0,0
507,본 레거시,1,0,0,0,미국,585 ,7412233000 ,1015711 ,액션,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,135,0,7.13,0,0,0,0,0,0,1,0,0,0
508,더 넌,0,0,0,0,미국,824 ,8777844795 ,1011580 ,공포(호러),4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,96,1,6.66,0,0,0,0,0,0,1,0,0,1
509,심장이 뛴다,1,1,0,1,한국,445 ,7538083500 ,1006947 ,드라마,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,114,0,7.54,0,0,0,0,0,0,1,0,0,0
510,셔터 아일랜드,1,0,0,0,미국,275 ,7528114276 ,1006833 ,드라마,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,138,0,8.38,0,0,1,0,0,0,1,0,0,0
511,라푼젤,0,0,0,0,미국,328 ,10106348800 ,1006075 ,애니메이션,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,100,0,9.33,0,0,1,0,1,0,0,0,0,0
512,존 윅 3: 파라벨룸,1,0,0,0,미국,849 ,8204889876 ,1004347 ,액션,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,131,0,8,0,1,0,0,0,0,0,1,0,0
513,스카이스크래퍼,1,0,0,0,미국,831 ,8612111718 ,1002858 ,액션,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,102,0,7.57,0,0,0,0,0,1,0,0,0,0
514,맨 인 더 다크,0,0,1,0,미국,671 ,8445645672 ,999047 ,스릴러,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 ,88,1,7.92,0,0,0,0,0,0,0,1,0,0
515,염력,1,1,0,1,한국,1099 ,7484644112 ,990104 ,드라마,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,101,0,4.98,1,0,0,0,0,0,1,0,0,0
516,방가? 방가!,0,0,3,1,한국,259 ,7129363141 ,989021 ,코미디,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,110,0,7.92,0,0,0,0,0,1,0,0,0,0
517,방황하는 칼날,1,1,1,1,한국,594 ,7806377800 ,987420 ,범죄,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 ,122,0,7.74,0,0,1,0,0,0,0,1,0,0
518,시체가 돌아왔다,1,1,0,1,한국,435 ,7357623000 ,986547 ,범죄,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 ,110,0,7.42,0,0,0,0,0,0,1,0,0,0
519,미쓰 와이프,1,0,0,1,한국,437 ,7357162869 ,984265 ,코미디,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,125,1,8.93,0,0,0,0,0,0,1,0,0,1
520,파퍼씨네 펭귄들,0,0,0,0,미국,333 ,7043993000 ,979739 ,코미디,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,95,1,8.5,0,0,0,0,1,0,0,0,0,1
521,로보캅,1,0,0,0,미국,627 ,7299641958 ,979509 ,액션,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,121,0,9.24,0,0,0,0,0,1,0,0,0,0
522,원더풀 라디오,0,1,0,1,한국,474 ,7193596000 ,977470 ,드라마,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,120,1,7.57,0,0,0,0,0,0,1,0,0,0
523,돈 크라이 마미,0,0,0,1,한국,444 ,6808882099 ,975462 ,스릴러,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 ,91,0,6.44,0,0,0,0,0,0,1,0,0,0
524,에픽 : 숲속의 전설,0,0,0,0,미국,471 ,6702639000 ,973703 ,애니메이션,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,102,0,8.75,0,0,0,0,1,0,0,0,0,0
525,"고산자, 대동여지도",0,1,1,1,한국,765 ,7777473258 ,971194 ,사극,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0 ,129,0,7.18,0,0,0,0,1,0,0,0,0,1
526,우리는 형제입니다,1,1,0,1,한국,566 ,7263255399 ,970373 ,코미디,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,102,0,7.19,0,0,0,0,0,1,0,0,0,0
527,프로메테우스,0,0,0,0,미국,521 ,8583886099 ,970275 ,SF,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,123,0,7.75,0,0,0,0,0,0,0,1,0,0
528,전국노래자랑,0,1,0,1,한국,581 ,6606589000 ,963634 ,코미디,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,112,0,8,0,0,0,0,0,1,0,0,1,1
529,스타워즈: 라스트 제다이,0,1,3,0,미국,1107 ,8666688961 ,959577 ,액션,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,152,0,6.37,0,1,0,0,0,1,0,0,0,0
530,나랏말싸미,1,0,1,1,한국,1211 ,7871240823 ,958775 ,사극,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0 ,110,0,3.37,0,0,0,0,1,0,0,0,0,0
531,잭 더 자이언트 킬러,0,0,0,0,미국,507 ,7376481000 ,956154 ,판타지,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0 ,114,1,7.71,0,0,0,0,0,1,0,0,0,1
532,미드웨이,0,0,0,0,미국,842 ,8211133530 ,955294 ,액션,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,136,0,8.8,0,0,0,0,0,0,1,0,0,0
533,허삼관,1,1,0,1,한국,621 ,7405415569 ,955175 ,드라마,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,124,0,7.53,0,0,0,0,0,1,0,0,0,0
534,스텝업4 : 레볼루션,0,1,0,0,미국,281 ,7157894000 ,953871 ,멜로/로맨스,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0 ,98,0,8.77,0,1,0,0,0,1,0,0,0,0
535,불한당: 나쁜 놈들의 세상,1,1,10,1,한국,860 ,7654331125 ,951797 ,범죄,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 ,120,0,6.43,0,0,0,0,0,0,0,1,0,0
536,새미의 어드벤쳐,0,0,0,0,벨기에,311 ,8919480155 ,946615 ,애니메이션,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,92,0,8.99,0,0,0,0,1,0,0,0,0,1
537,월터의 상상은 현실이 된다,0,0,0,0,미국,378 ,6877576799 ,941672 ,어드벤처,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0 ,114,0,8.72,0,0,1,0,0,1,0,0,0,0
538,크루즈 패밀리,0,1,0,0,미국,525 ,6540060500 ,941615 ,애니메이션,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,95,1,9.23,0,0,0,0,1,0,0,0,0,1
539,미 비포 유,0,0,0,0,미국,481 ,7618156490 ,939658 ,멜로/로맨스,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0 ,110,0,8.49,0,0,1,0,0,1,0,0,0,1
540,평행이론,0,0,0,1,한국,272 ,6905140883 ,937029 ,스릴러,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 ,110,1,6.91,0,0,0,0,0,0,1,0,0,1
541,뽀로로 극장판 슈퍼썰매 대모험,0,1,0,1,한국,459 ,6819979500 ,929985 ,애니메이션,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,77,0,8.6,0,0,1,0,1,0,0,0,0,0
542,애나벨,0,0,0,0,미국,464 ,7081566943 ,925813 ,공포(호러),5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,106,1,6.85,0,0,0,0,0,0,1,0,0,1
543,슈퍼배드 2,0,0,0,0,미국,421 ,6359208000 ,925108 ,애니메이션,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,98,1,8.76,0,1,0,0,1,0,0,0,0,0
544,매그니피센트 7,1,0,0,0,미국,579 ,7633490421 ,921317 ,액션,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,133,0,7.92,0,0,0,0,0,0,1,0,0,1
